dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_defocus_blur_sev4,8.286256,0.828154,0.610308,0.682808,0.726634,0.120469,0.101378,0.096257
breeds,entity13,corr_source_defocus_blur_sev4,8.415096,0.838154,0.604000,0.678257,0.721592,0.111081,0.092324,0.090995
breeds,entity13,corr_source_defocus_blur_sev4,8.594584,0.848308,0.598769,0.672755,0.715432,0.103182,0.085339,0.080564
breeds,entity13,corr_source_defocus_blur_sev4,8.767339,0.858308,0.591538,0.668024,0.709701,0.091872,0.076301,0.076757
breeds,entity13,corr_source_defocus_blur_sev4,8.919291,0.868462,0.584769,0.662477,0.702800,0.081452,0.069825,0.069525
breeds,entity13,corr_source_defocus_blur_sev4,9.138209,0.878615,0.576462,0.656091,0.694954,0.072743,0.066158,0.067146
breeds,entity13,corr_source_defocus_blur_sev4,9.310757,0.888615,0.568615,0.648007,0.686871,0.070676,0.063492,0.064033
breeds,entity13,corr_source_defocus_blur_sev4,9.543689,0.898769,0.560923,0.639985,0.678524,0.067233,0.060937,0.057018
breeds,entity13,corr_source_defocus_blur_sev4,9.796095,0.908923,0.554154,0.632780,0.671456,0.058540,0.050788,0.046901
breeds,entity13,corr_source_defocus_blur_sev4,10.123777,0.918923,0.546923,0.624984,0.662986,0.052169,0.047619,0.034420
breeds,entity13,corr_source_defocus_blur_sev4,10.437347,0.929077,0.537692,0.617412,0.655171,0.041433,0.037946,0.032922
breeds,entity13,corr_source_defocus_blur_sev4,10.775319,0.939231,0.528769,0.608688,0.645980,0.036598,0.036364,0.029630
breeds,entity13,corr_source_defocus_blur_sev4,11.117854,0.949231,0.520000,0.599420,0.636708,0.036598,0.036364,0.024169
breeds,entity13,corr_source_defocus_blur_sev4,11.609531,0.959385,0.510769,0.590394,0.627747,0.031863,0.030769,0.018797
breeds,entity13,corr_source_defocus_blur_sev4,12.252882,0.969538,0.500923,0.581419,0.618655,0.023135,0.023585,0.015936
breeds,entity13,corr_source_defocus_blur_sev4,12.954374,0.979538,0.491231,0.572269,0.609528,0.013655,0.013793,0.015936
breeds,entity13,corr_source_defocus_blur_sev4,13.863843,0.989692,0.481692,0.562484,0.599748,0.009225,0.009259,0.010309
breeds,entity13,corr_source_defocus_blur_sev4,19.504400,0.999846,0.471846,0.552520,0.589785,0.000000,0.000000,0.000000
breeds,entity13,corr_source_defocus_blur_sev5,0.536349,0.000000,0.427385,0.318979,0.239437,0.681021,0.760563,0.572615
breeds,entity13,corr_source_defocus_blur_sev5,1.541187,0.010000,0.435231,0.326330,0.254083,0.679137,0.755798,0.569386
breeds,entity13,corr_source_defocus_blur_sev5,1.719707,0.020154,0.443231,0.331273,0.265540,0.678471,0.752603,0.566023
breeds,entity13,corr_source_defocus_blur_sev5,1.860779,0.030154,0.451692,0.337868,0.283687,0.676911,0.745852,0.562341
breeds,entity13,corr_source_defocus_blur_sev5,1.990341,0.040308,0.458769,0.347309,0.300114,0.673864,0.739894,0.559224
breeds,entity13,corr_source_defocus_blur_sev5,2.087312,0.050462,0.465846,0.352049,0.315242,0.673227,0.734493,0.556222
breeds,entity13,corr_source_defocus_blur_sev5,2.173414,0.060462,0.474308,0.355514,0.333839,0.673227,0.727093,0.552317
breeds,entity13,corr_source_defocus_blur_sev5,2.269250,0.070615,0.481385,0.362592,0.354172,0.671312,0.718634,0.549081
breeds,entity13,corr_source_defocus_blur_sev5,2.331990,0.080769,0.486308,0.367414,0.368942,0.670581,0.713016,0.546930
breeds,entity13,corr_source_defocus_blur_sev5,2.384050,0.090769,0.492923,0.371323,0.385742,0.670308,0.706120,0.543794
breeds,entity13,corr_source_defocus_blur_sev5,2.455494,0.100923,0.498769,0.381001,0.402501,0.666848,0.699128,0.541068
breeds,entity13,corr_source_defocus_blur_sev5,2.520440,0.111077,0.505231,0.387326,0.416145,0.665197,0.693728,0.537809
breeds,entity13,corr_source_defocus_blur_sev5,2.575853,0.121077,0.510308,0.391275,0.431421,0.664830,0.687242,0.535327
breeds,entity13,corr_source_defocus_blur_sev5,2.632549,0.131231,0.514615,0.394641,0.442118,0.664819,0.683274,0.533274
breeds,entity13,corr_source_defocus_blur_sev5,2.691133,0.141385,0.521385,0.399910,0.459236,0.663700,0.675473,0.529833
breeds,entity13,corr_source_defocus_blur_sev5,2.744848,0.151385,0.528308,0.408143,0.471181,0.660778,0.670503,0.526106
breeds,entity13,corr_source_defocus_blur_sev5,2.798695,0.161538,0.532615,0.411720,0.492480,0.660592,0.659866,0.523836
breeds,entity13,corr_source_defocus_blur_sev5,2.842194,0.171538,0.537385,0.415232,0.503420,0.660411,0.655194,0.521263
breeds,entity13,corr_source_defocus_blur_sev5,2.884662,0.181692,0.541077,0.421876,0.520867,0.658342,0.646458,0.519271
breeds,entity13,corr_source_defocus_blur_sev5,2.926618,0.191846,0.548154,0.425226,0.532907,0.658259,0.640849,0.515128
breeds,entity13,corr_source_defocus_blur_sev5,2.987120,0.201846,0.551692,0.432440,0.544989,0.655722,0.635046,0.513107
breeds,entity13,corr_source_defocus_blur_sev5,3.039972,0.212000,0.556000,0.439490,0.552957,0.653256,0.631730,0.510543
breeds,entity13,corr_source_defocus_blur_sev5,3.087693,0.222154,0.561538,0.444318,0.566602,0.652153,0.624679,0.507120
breeds,entity13,corr_source_defocus_blur_sev5,3.133364,0.232154,0.568154,0.452045,0.578004,0.649103,0.618878,0.502905
breeds,entity13,corr_source_defocus_blur_sev5,3.177846,0.242308,0.573692,0.458275,0.592573,0.646990,0.610857,0.499289
breeds,entity13,corr_source_defocus_blur_sev5,3.233108,0.252462,0.578000,0.467455,0.601397,0.642846,0.606460,0.496398
breeds,entity13,corr_source_defocus_blur_sev5,3.275588,0.262462,0.581538,0.473320,0.613941,0.640807,0.599400,0.493848
breeds,entity13,corr_source_defocus_blur_sev5,3.329070,0.272615,0.588615,0.480546,0.625282,0.637805,0.592992,0.489002
breeds,entity13,corr_source_defocus_blur_sev5,3.375295,0.282769,0.594154,0.486000,0.639928,0.635954,0.584098,0.484985
breeds,entity13,corr_source_defocus_blur_sev5,3.417008,0.292769,0.598308,0.489561,0.650097,0.635358,0.578098,0.481836
breeds,entity13,corr_source_defocus_blur_sev5,3.459208,0.302923,0.602000,0.496377,0.661464,0.632441,0.571082,0.478923
breeds,entity13,corr_source_defocus_blur_sev5,3.513425,0.313077,0.604769,0.506195,0.670755,0.627252,0.565370,0.476596
breeds,entity13,corr_source_defocus_blur_sev5,3.555447,0.323077,0.610154,0.508899,0.682208,0.627135,0.557876,0.472165
breeds,entity13,corr_source_defocus_blur_sev5,3.589822,0.333231,0.614769,0.512371,0.690088,0.626468,0.552848,0.468389
breeds,entity13,corr_source_defocus_blur_sev5,3.640109,0.343231,0.618308,0.516428,0.700641,0.625304,0.545619,0.465013
breeds,entity13,corr_source_defocus_blur_sev5,3.679270,0.353385,0.622308,0.520850,0.712055,0.623853,0.537509,0.461465
breeds,entity13,corr_source_defocus_blur_sev5,3.728399,0.363538,0.626000,0.528428,0.721990,0.619876,0.530303,0.458061
breeds,entity13,corr_source_defocus_blur_sev5,3.781812,0.373538,0.630154,0.537253,0.726359,0.614746,0.527300,0.454077
breeds,entity13,corr_source_defocus_blur_sev5,3.827284,0.383692,0.634154,0.544755,0.732464,0.610550,0.522796,0.450075
breeds,entity13,corr_source_defocus_blur_sev5,3.874337,0.393846,0.636000,0.553074,0.741687,0.605540,0.515571,0.447602
breeds,entity13,corr_source_defocus_blur_sev5,3.915872,0.403846,0.638615,0.557421,0.748482,0.603664,0.510133,0.444645
breeds,entity13,corr_source_defocus_blur_sev5,3.967754,0.414000,0.643231,0.567105,0.755938,0.597197,0.503946,0.439664
breeds,entity13,corr_source_defocus_blur_sev5,4.018472,0.424154,0.646923,0.574112,0.762406,0.592827,0.498400,0.435480
breeds,entity13,corr_source_defocus_blur_sev5,4.064449,0.434154,0.649846,0.582023,0.771335,0.587477,0.490482,0.431639
breeds,entity13,corr_source_defocus_blur_sev5,4.115023,0.444308,0.653538,0.591136,0.776075,0.580876,0.486043,0.427150
breeds,entity13,corr_source_defocus_blur_sev5,4.173091,0.454462,0.653846,0.600724,0.779721,0.573594,0.482441,0.425430
breeds,entity13,corr_source_defocus_blur_sev5,4.216527,0.464462,0.657077,0.604110,0.783749,0.571807,0.478353,0.421022
breeds,entity13,corr_source_defocus_blur_sev5,4.268545,0.474615,0.658923,0.609290,0.788669,0.568265,0.473253,0.417862
breeds,entity13,corr_source_defocus_blur_sev5,4.321016,0.484769,0.660462,0.615393,0.795964,0.563688,0.465646,0.414431
breeds,entity13,corr_source_defocus_blur_sev5,4.378105,0.494769,0.664615,0.623931,0.800696,0.556498,0.460282,0.408952
breeds,entity13,corr_source_defocus_blur_sev5,4.420072,0.504923,0.667692,0.627774,0.805977,0.553776,0.454135,0.403978
breeds,entity13,corr_source_defocus_blur_sev5,4.478482,0.514923,0.670000,0.631871,0.811495,0.550662,0.447501,0.399303
breeds,entity13,corr_source_defocus_blur_sev5,4.519965,0.525077,0.673692,0.635523,0.812099,0.547900,0.445744,0.393459
breeds,entity13,corr_source_defocus_blur_sev5,4.567221,0.535231,0.676154,0.639225,0.818936,0.544964,0.437203,0.388613
breeds,entity13,corr_source_defocus_blur_sev5,4.622139,0.545231,0.678462,0.644170,0.821888,0.540516,0.432576,0.383497
breeds,entity13,corr_source_defocus_blur_sev5,4.679868,0.555385,0.682769,0.648717,0.829016,0.536327,0.423020,0.376125
breeds,entity13,corr_source_defocus_blur_sev5,4.735292,0.565538,0.684308,0.652320,0.832829,0.533030,0.416833,0.371459
breeds,entity13,corr_source_defocus_blur_sev5,4.787985,0.575538,0.686308,0.654925,0.837127,0.530739,0.409811,0.366075
breeds,entity13,corr_source_defocus_blur_sev5,4.851734,0.585692,0.686615,0.663685,0.838032,0.520921,0.406508,0.362287
breeds,entity13,corr_source_defocus_blur_sev5,4.916729,0.595846,0.687846,0.668181,0.839323,0.515885,0.402563,0.357442
breeds,entity13,corr_source_defocus_blur_sev5,4.964607,0.605846,0.690462,0.670515,0.843001,0.513327,0.395425,0.350507
breeds,entity13,corr_source_defocus_blur_sev5,5.017903,0.616000,0.692000,0.675000,0.846133,0.507839,0.388581,0.344551
breeds,entity13,corr_source_defocus_blur_sev5,5.074856,0.626154,0.693538,0.681191,0.848014,0.499772,0.383039,0.338272
breeds,entity13,corr_source_defocus_blur_sev5,5.133167,0.636154,0.694000,0.685922,0.852845,0.493264,0.373186,0.333052
breeds,entity13,corr_source_defocus_blur_sev5,5.190896,0.646308,0.696769,0.690311,0.855077,0.486867,0.366390,0.324348
breeds,entity13,corr_source_defocus_blur_sev5,5.263391,0.656462,0.697077,0.695903,0.857523,0.478339,0.358881,0.318854
breeds,entity13,corr_source_defocus_blur_sev5,5.329154,0.666462,0.698462,0.697179,0.858712,0.475778,0.352868,0.311347
breeds,entity13,corr_source_defocus_blur_sev5,5.397789,0.676615,0.698154,0.702028,0.859181,0.467519,0.347522,0.305754
breeds,entity13,corr_source_defocus_blur_sev5,5.465351,0.686615,0.697692,0.709117,0.858832,0.455173,0.343215,0.300343
breeds,entity13,corr_source_defocus_blur_sev5,5.537052,0.696769,0.698615,0.711265,0.861093,0.450130,0.334235,0.292089
breeds,entity13,corr_source_defocus_blur_sev5,5.633725,0.706923,0.699231,0.721787,0.861239,0.430451,0.328244,0.283990
breeds,entity13,corr_source_defocus_blur_sev5,5.705956,0.716923,0.698462,0.725550,0.864108,0.421348,0.317108,0.277115
breeds,entity13,corr_source_defocus_blur_sev5,5.806116,0.727077,0.698154,0.731489,0.867447,0.407540,0.304188,0.269859
breeds,entity13,corr_source_defocus_blur_sev5,5.890441,0.737231,0.696308,0.732731,0.865751,0.401604,0.299848,0.264173
breeds,entity13,corr_source_defocus_blur_sev5,5.967238,0.747231,0.696154,0.733767,0.865198,0.395663,0.293023,0.255630
breeds,entity13,corr_source_defocus_blur_sev5,6.069375,0.757385,0.694923,0.738532,0.866117,0.381476,0.282468,0.247625
breeds,entity13,corr_source_defocus_blur_sev5,6.166077,0.767538,0.694615,0.741199,0.866441,0.370563,0.272269,0.237434
breeds,entity13,corr_source_defocus_blur_sev5,6.269003,0.777538,0.692923,0.747204,0.863340,0.351248,0.269001,0.229440
breeds,entity13,corr_source_defocus_blur_sev5,6.368567,0.787692,0.690462,0.747327,0.861534,0.343843,0.262206,0.222062
breeds,entity13,corr_source_defocus_blur_sev5,6.472510,0.797846,0.689231,0.750132,0.859087,0.329062,0.256314,0.211568
breeds,entity13,corr_source_defocus_blur_sev5,6.587936,0.807846,0.687231,0.752928,0.859030,0.312890,0.243781,0.200953
breeds,entity13,corr_source_defocus_blur_sev5,6.710968,0.818000,0.684154,0.752179,0.856693,0.304511,0.235908,0.193249
breeds,entity13,corr_source_defocus_blur_sev5,6.832491,0.828154,0.681385,0.754920,0.854024,0.284984,0.228070,0.183199
breeds,entity13,corr_source_defocus_blur_sev5,6.956819,0.838154,0.677231,0.753826,0.852782,0.275079,0.215103,0.176360
breeds,entity13,corr_source_defocus_blur_sev5,7.111952,0.848308,0.673538,0.754797,0.848171,0.256822,0.211233,0.165000
breeds,entity13,corr_source_defocus_blur_sev5,7.262703,0.858308,0.669692,0.754136,0.845506,0.241991,0.200258,0.156082
breeds,entity13,corr_source_defocus_blur_sev5,7.405634,0.868462,0.663846,0.751316,0.843343,0.232794,0.185339,0.151972
breeds,entity13,corr_source_defocus_blur_sev5,7.571974,0.878615,0.658000,0.748532,0.839445,0.221911,0.175074,0.148289
breeds,entity13,corr_source_defocus_blur_sev5,7.725921,0.888615,0.654462,0.746812,0.833268,0.204667,0.173633,0.132231
breeds,entity13,corr_source_defocus_blur_sev5,7.934806,0.898769,0.648615,0.743717,0.830237,0.190330,0.155867,0.122388
breeds,entity13,corr_source_defocus_blur_sev5,8.153607,0.908923,0.642769,0.739291,0.827006,0.180103,0.135238,0.114094
breeds,entity13,corr_source_defocus_blur_sev5,8.411710,0.918923,0.638615,0.739212,0.821457,0.141133,0.124473,0.092453
breeds,entity13,corr_source_defocus_blur_sev5,8.701431,0.929077,0.632769,0.734809,0.815651,0.120795,0.111639,0.075922
breeds,entity13,corr_source_defocus_blur_sev5,9.089962,0.939231,0.625692,0.728616,0.809012,0.108389,0.101370,0.063131
breeds,entity13,corr_source_defocus_blur_sev5,9.485400,0.949231,0.617538,0.721947,0.801208,0.096934,0.099715,0.055233
breeds,entity13,corr_source_defocus_blur_sev5,9.871662,0.959385,0.609231,0.713762,0.793522,0.096934,0.094262,0.048507
breeds,entity13,corr_source_defocus_blur_sev5,10.295865,0.969538,0.601231,0.706449,0.785923,0.082616,0.083744,0.029126
breeds,entity13,corr_source_defocus_blur_sev5,10.959785,0.979538,0.591846,0.698825,0.778356,0.064929,0.065217,0.028409
breeds,entity13,corr_source_defocus_blur_sev5,12.041066,0.989692,0.582000,0.689990,0.769527,0.064929,0.065217,0.028409
breeds,entity13,corr_source_defocus_blur_sev5,19.214813,0.999846,0.572769,0.681174,0.760717,0.000000,0.000000,0.000000
breeds,entity13,corr_source_glass_blur_sev1,1.079170,0.000000,0.854000,0.866155,0.843828,0.133845,0.156172,0.146000
breeds,entity13,corr_source_glass_blur_sev1,2.970581,0.010000,0.858769,0.862614,0.847384,0.131935,0.150903,0.139972
breeds,entity13,corr_source_glass_blur_sev1,3.466550,0.020154,0.861846,0.858615,0.850876,0.130161,0.145504,0.134715
breeds,entity13,corr_source_glass_blur_sev1,3.770457,0.030154,0.864462,0.854995,0.854230,0.128214,0.140119,0.129559
breeds,entity13,corr_source_glass_blur_sev1,4.034680,0.040308,0.866000,0.851041,0.857177,0.126341,0.134776,0.124840
breeds,entity13,corr_source_glass_blur_sev1,4.247014,0.050462,0.869692,0.847189,0.859637,0.124373,0.129575,0.118924
breeds,entity13,corr_source_glass_blur_sev1,4.478009,0.060462,0.869538,0.845066,0.861086,0.121505,0.124862,0.114950
breeds,entity13,corr_source_glass_blur_sev1,4.671705,0.070615,0.870462,0.841594,0.861526,0.119238,0.120527,0.110247
breeds,entity13,corr_source_glass_blur_sev1,4.843769,0.080769,0.870769,0.838903,0.862243,0.116496,0.115945,0.105774
breeds,entity13,corr_source_glass_blur_sev1,5.027957,0.090769,0.869385,0.836509,0.860578,0.113594,0.112636,0.102200
breeds,entity13,corr_source_glass_blur_sev1,5.199838,0.100923,0.869077,0.833670,0.858640,0.110809,0.109339,0.097878
breeds,entity13,corr_source_glass_blur_sev1,5.383510,0.111077,0.867538,0.831683,0.858132,0.107481,0.105163,0.094150
breeds,entity13,corr_source_glass_blur_sev1,5.516459,0.121077,0.867077,0.828900,0.856090,0.104599,0.101832,0.089764
breeds,entity13,corr_source_glass_blur_sev1,5.655470,0.131231,0.866154,0.825033,0.853958,0.102203,0.098405,0.085532
breeds,entity13,corr_source_glass_blur_sev1,5.792440,0.141385,0.864923,0.822841,0.854091,0.098775,0.093579,0.081347
breeds,entity13,corr_source_glass_blur_sev1,5.955477,0.151385,0.864154,0.821773,0.853692,0.094676,0.089025,0.076867
breeds,entity13,corr_source_glass_blur_sev1,6.104779,0.161538,0.861077,0.820079,0.852080,0.090778,0.085009,0.073578
breeds,entity13,corr_source_glass_blur_sev1,6.250893,0.171538,0.856615,0.818508,0.849164,0.086787,0.081760,0.071084
breeds,entity13,corr_source_glass_blur_sev1,6.412257,0.181692,0.852000,0.816789,0.844321,0.082709,0.079529,0.068609
breeds,entity13,corr_source_glass_blur_sev1,6.557506,0.191846,0.848923,0.813957,0.839816,0.079219,0.077033,0.065106
breeds,entity13,corr_source_glass_blur_sev1,6.703302,0.201846,0.845385,0.811801,0.839197,0.075297,0.072122,0.061874
breeds,entity13,corr_source_glass_blur_sev1,6.864229,0.212000,0.841692,0.810209,0.836874,0.070835,0.068082,0.058525
breeds,entity13,corr_source_glass_blur_sev1,7.001781,0.222154,0.835231,0.806009,0.833841,0.067933,0.064394,0.056906
breeds,entity13,corr_source_glass_blur_sev1,7.146604,0.232154,0.830769,0.803234,0.830768,0.064113,0.060722,0.054097
breeds,entity13,corr_source_glass_blur_sev1,7.281255,0.242308,0.827692,0.799008,0.827475,0.061060,0.057008,0.050142
breeds,entity13,corr_source_glass_blur_sev1,7.430765,0.252462,0.823077,0.795538,0.822668,0.057419,0.054206,0.047110
breeds,entity13,corr_source_glass_blur_sev1,7.540784,0.262462,0.818000,0.791138,0.817676,0.054401,0.051546,0.044421
breeds,entity13,corr_source_glass_blur_sev1,7.703630,0.272615,0.812462,0.787435,0.812592,0.050726,0.048780,0.041834
breeds,entity13,corr_source_glass_blur_sev1,7.815876,0.282769,0.806615,0.781879,0.808478,0.048239,0.045261,0.039460
breeds,entity13,corr_source_glass_blur_sev1,7.964028,0.292769,0.799692,0.776791,0.803493,0.045448,0.042356,0.037744
breeds,entity13,corr_source_glass_blur_sev1,8.104619,0.302923,0.794462,0.772192,0.797253,0.042126,0.040165,0.034856
breeds,entity13,corr_source_glass_blur_sev1,8.222405,0.313077,0.787692,0.767222,0.791787,0.038975,0.037346,0.032908
breeds,entity13,corr_source_glass_blur_sev1,8.345016,0.323077,0.780462,0.761282,0.785005,0.036552,0.035521,0.031335
breeds,entity13,corr_source_glass_blur_sev1,8.461642,0.333231,0.774000,0.755307,0.779740,0.033975,0.032396,0.029012
breeds,entity13,corr_source_glass_blur_sev1,8.578856,0.343231,0.765231,0.750224,0.772993,0.030749,0.030413,0.028511
breeds,entity13,corr_source_glass_blur_sev1,8.702707,0.353385,0.756615,0.743220,0.764826,0.028796,0.029354,0.027811
breeds,entity13,corr_source_glass_blur_sev1,8.817153,0.363538,0.747385,0.735482,0.758554,0.027358,0.026772,0.027437
breeds,entity13,corr_source_glass_blur_sev1,8.939330,0.373538,0.740154,0.728757,0.750459,0.025181,0.025680,0.025761
breeds,entity13,corr_source_glass_blur_sev1,9.046137,0.383692,0.731538,0.720895,0.743844,0.023736,0.023232,0.024963
breeds,entity13,corr_source_glass_blur_sev1,9.173907,0.393846,0.723846,0.713701,0.735999,0.021692,0.021717,0.023256
breeds,entity13,corr_source_glass_blur_sev1,9.293123,0.403846,0.715692,0.705744,0.728153,0.020343,0.020274,0.022182
breeds,entity13,corr_source_glass_blur_sev1,9.402586,0.414000,0.708308,0.697481,0.720561,0.019082,0.018439,0.020168
breeds,entity13,corr_source_glass_blur_sev1,9.540608,0.424154,0.700923,0.690136,0.712969,0.016980,0.016540,0.018167
breeds,entity13,corr_source_glass_blur_sev1,9.677754,0.434154,0.692462,0.681840,0.704612,0.015774,0.015380,0.017087
breeds,entity13,corr_source_glass_blur_sev1,9.801680,0.444308,0.682615,0.674017,0.696316,0.013965,0.013990,0.017087
breeds,entity13,corr_source_glass_blur_sev1,9.906840,0.454462,0.674000,0.664930,0.687424,0.013247,0.013094,0.015980
breeds,entity13,corr_source_glass_blur_sev1,10.011726,0.464462,0.664615,0.656035,0.678495,0.012462,0.012339,0.015732
